ds,table_name,pg_stat_get_live_tuples,pg_stat_get_dead_tuples,pg_table_size,relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,n_ins_since_vacuum,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
1650439028.3574018,public.customer,3000000,0,1859371008,16714,public,customer,2,0,6000000,95970000,3000000,0,0,0,3000000,0,3000000,3000000,,,,,0,0,0,0
1650439028.3574018,public.district,1000,0,155648,16704,public,district,1,0,6000000,6000000,1000,0,0,0,1000,0,1000,1000,,,,,0,0,0,0
1650439028.3574018,public.history,3000000,0,259080192,16727,public,history,0,0,,,3000000,0,0,0,3000000,0,3000000,3000000,,,,,0,0,0,0
1650439028.3574018,public.item,100000,0,10436608,16684,public,item,1,0,10000000,10000000,100000,0,0,0,100000,0,100000,100000,,,,,0,0,0,0
1650439028.3574018,public.new_order,900000,0,39903232,16754,public,new_order,1,0,0,0,900000,0,0,0,900000,0,900000,900000,,,,,0,0,0,0
1650439028.3574018,public.oorder,3000000,0,197844992,16741,public,oorder,3,0,30901892,30901892,3000000,0,0,0,3000000,0,3000000,3000000,,,,,0,0,0,0
1650439028.3574018,public.order_line,30001892,0,3035373568,16764,public,order_line,1,0,0,0,30001892,0,0,0,30001892,0,30001892,30001892,,,,,0,0,0,0
1650439028.3574018,public.stock,10000000,0,3556302848,16689,public,stock,1,0,30001892,30001892,10000000,0,0,0,10000000,0,10000000,10000000,,,,,0,0,0,0
1650439028.3574018,public.warehouse,100,0,40960,16679,public,warehouse,1,0,10001000,10001000,100,0,0,0,100,0,100,100,,,,,0,0,0,0
1650439029.3796928,public.customer,3000000,0,1859379200,16714,public,customer,2,0,6000000,95970000,3000000,0,0,0,3000000,0,3000000,3000000,,,,,0,0,0,0
1650439029.3796928,public.district,1000,0,155648,16704,public,district,1,0,6000000,6000000,1000,0,0,0,1000,0,1000,1000,,,,,0,0,0,0
1650439029.3796928,public.history,3000000,0,259080192,16727,public,history,0,0,,,3000000,0,0,0,3000000,0,3000000,3000000,,,,,0,0,0,0
1650439029.3796928,public.item,100000,0,10436608,16684,public,item,1,0,10000000,10000000,100000,0,0,0,100000,0,100000,100000,,,,,0,0,0,0
1650439029.3796928,public.new_order,900000,0,39903232,16754,public,new_order,1,0,0,0,900000,0,0,0,900000,0,900000,900000,,,,,0,0,0,0
1650439029.3796928,public.oorder,3000000,0,197844992,16741,public,oorder,3,0,30901892,30901892,3000000,0,0,0,3000000,0,3000000,3000000,,,,,0,0,0,0
1650439029.3796928,public.order_line,30001892,0,3035389952,16764,public,order_line,1,0,0,0,30001892,0,0,0,30001892,0,30001892,30001892,,,,,0,0,0,0
1650439029.3796928,public.stock,10000000,0,3556311040,16689,public,stock,1,0,30001892,30001892,10000000,0,0,0,10000000,0,10000000,10000000,,,,,0,0,0,0
1650439029.3796928,public.warehouse,100,0,40960,16679,public,warehouse,1,0,10001000,10001000,100,0,0,0,100,0,100,100,,,,,0,0,0,0
1650439030.4088354,public.customer,3000000,142,1859461120,16714,public,customer,2,0,6000468,95970627,3000000,142,0,7,3000000,142,3000142,3000000,,,,,0,0,0,0
1650439030.4088354,public.district,1000,24,155648,16704,public,district,1,0,6000398,6000398,1000,154,0,153,1000,24,1154,1000,,,,,0,0,0,0
1650439030.4088354,public.history,3000082,0,259088384,16727,public,history,0,0,,,3000082,0,0,0,3000082,0,3000082,3000082,,,,,0,0,0,0
1650439030.4088354,public.item,100000,0,10436608,16684,public,item,1,0,10000722,10000722,100000,0,0,0,100000,0,100000,100000,,,,,0,0,0,0
1650439030.4088354,public.new_order,900012,60,39911424,16754,public,new_order,1,0,120,120,900072,0,60,0,900012,60,900132,900072,,,,,0,0,0,0
1650439030.4088354,public.oorder,3000072,30,197853184,16741,public,oorder,3,0,30902812,30902812,3000072,60,0,40,3000072,30,3000132,3000072,,,,,0,0,0,0
1650439030.4088354,public.order_line,30002614,361,3035480064,16764,public,order_line,1,0,134,2967,30002614,652,0,401,30002614,361,30003266,30002614,,,,,0,0,0,0
1650439030.4088354,public.stock,10000000,615,3556524032,16689,public,stock,1,0,30005663,30005663,10000000,722,0,179,10000000,615,10000722,10000000,,,,,0,0,0,0
1650439030.4088354,public.warehouse,100,3,40960,16679,public,warehouse,1,0,10001236,10001236,100,82,0,82,100,3,182,100,,,,,0,0,0,0
1650439031.4376576,public.customer,3000000,297,1859551232,16714,public,customer,2,0,6000978,95971272,3000000,301,0,26,3000000,297,3000301,3000000,,,,,0,0,0,0
1650439031.4376576,public.district,1000,18,155648,16704,public,district,1,0,6000831,6000831,1000,322,0,319,1000,18,1320,1000,,,,,0,0,0,0
1650439031.4376576,public.history,3000171,0,259096576,16727,public,history,0,0,,,3000171,0,0,0,3000171,0,3000171,3000171,,,,,0,0,0,0
1650439031.4376576,public.item,100000,0,10436608,16684,public,item,1,0,10001548,10001546,100000,0,0,0,100000,0,100000,100000,,,,,0,0,0,0
1650439031.4376576,public.new_order,900019,132,39911424,16754,public,new_order,1,0,260,260,900151,0,130,0,900019,132,900279,900151,,,,,0,0,0,0
1650439031.4376576,public.oorder,3000149,42,197853184,16741,public,oorder,3,0,30903835,30903835,3000151,130,0,100,3000149,42,3000279,3000151,,,,,0,0,0,0
1650439031.4376576,public.order_line,30003413,584,3035586560,16764,public,order_line,1,0,287,5921,30003413,1359,0,931,30003413,584,30004772,30003413,,,,,0,0,0,0
1650439031.4376576,public.stock,10000000,1132,3556663296,16689,public,stock,1,0,30009579,30009579,10000000,1521,0,566,10000000,1132,10001521,10000000,,,,,0,0,0,0
1650439031.4376576,public.warehouse,100,14,40960,16679,public,warehouse,1,0,10001495,10001495,100,171,0,171,100,14,271,100,,,,,0,0,0,0
1650439032.4682024,public.customer,3000000,431,1859633152,16714,public,customer,2,0,6001506,95971942,3000000,441,0,43,3000000,431,3000441,3000000,,,,,0,0,0,0
1650439032.4682024,public.district,1000,22,155648,16704,public,district,1,0,6001311,6001311,1000,508,0,505,1000,22,1506,1000,,,,,0,0,0,0
1650439032.4682024,public.history,3000271,0,259104768,16727,public,history,0,0,,,3000271,0,0,0,3000271,0,3000271,3000271,,,,,0,0,0,0
1650439032.4682024,public.item,100000,0,10436608,16684,public,item,1,0,10002369,10002367,100000,0,0,0,100000,0,100000,100000,,,,,0,0,0,0
1650439032.4682024,public.new_order,900065,172,39919616,16754,public,new_order,1,0,340,340,900237,0,170,0,900065,172,900405,900237,,,,,0,0,0,0
1650439032.4682024,public.oorder,3000235,50,197861376,16741,public,oorder,3,0,30904831,30904831,3000237,170,0,128,3000235,50,3000405,3000237,,,,,0,0,0,0
1650439032.4682024,public.order_line,30004232,680,3035684864,16764,public,order_line,1,0,386,8474,30004232,1765,0,1257,30004232,680,30005997,30004232,,,,,0,0,0,0
1650439032.4682024,public.stock,10000000,1501,3556786176,16689,public,stock,1,0,30013673,30013673,10000000,2340,0,1050,10000000,1501,10002340,10000000,,,,,0,0,0,0
1650439032.4682024,public.warehouse,100,36,40960,16679,public,warehouse,1,0,10001783,10001783,100,271,0,271,100,36,371,100,,,,,0,0,0,0
1650439033.4965413,public.customer,3000000,562,1859690496,16714,public,customer,2,0,6002058,95972584,3000000,581,0,67,3000000,562,3000581,3000000,,,,,0,0,0,0
1650439033.4965413,public.district,1000,26,155648,16704,public,district,1,0,6001802,6001802,1000,704,0,701,1000,26,1699,1000,,,,,0,0,0,0
1650439033.4965413,public.history,3000361,0,259112960,16727,public,history,0,0,,,3000361,0,0,0,3000361,0,3000361,3000361,,,,,0,0,0,0
1650439033.4965413,public.item,100000,0,10436608,16684,public,item,1,0,10003427,10003422,100000,0,0,0,100000,0,100000,100000,,,,,0,0,0,0
1650439033.4965413,public.new_order,900118,225,39919616,16754,public,new_order,1,0,440,440,900343,0,220,0,900118,225,900558,900343,,,,,0,0,0,0
1650439033.4965413,public.oorder,3000338,63,197869568,16741,public,oorder,3,0,30906071,30906071,3000343,220,0,168,3000338,63,3000558,3000343,,,,,0,0,0,0
1650439033.4965413,public.order_line,30005255,878,3035791360,16764,public,order_line,1,0,506,11421,30005255,2295,0,1648,30005255,878,30007550,30005255,,,,,0,0,0,0
1650439033.4965413,public.stock,10000000,1832,3556884480,16689,public,stock,1,0,30018544,30018544,10000000,3363,0,1760,10000000,1832,10003363,10000000,,,,,0,0,0,0
1650439033.4965413,public.warehouse,100,9,40960,16679,public,warehouse,1,0,10002069,10002069,100,361,0,361,100,9,461,100,,,,,0,0,0,0
1650439034.5274696,public.customer,3000000,693,1859788800,16714,public,customer,2,0,6002517,95973241,3000000,725,0,100,3000000,693,3000725,3000000,,,,,0,0,0,0
1650439034.5274696,public.district,1000,26,155648,16704,public,district,1,0,6002185,6002185,1000,855,0,852,1000,26,1850,1000,,,,,0,0,0,0
1650439034.5274696,public.history,3000435,0,259121152,16727,public,history,0,0,,,3000435,0,0,0,3000435,0,3000435,3000435,,,,,0,0,0,0
1650439034.5274696,public.item,100000,0,10436608,16684,public,item,1,0,10004207,10004202,100000,0,0,0,100000,0,100000,100000,,,,,0,0,0,0
1650439034.5274696,public.new_order,900125,295,39927808,16754,public,new_order,1,0,580,580,900420,0,290,0,900125,295,900705,900420,,,,,0,0,0,0
1650439034.5274696,public.oorder,3000415,78,197877760,16741,public,oorder,3,0,30907073,30907073,3000420,290,0,228,3000415,78,3000705,3000420,,,,,0,0,0,0
1650439034.5274696,public.order_line,30006035,1119,3035914240,16764,public,order_line,1,0,658,14320,30006035,3018,0,2192,30006035,1119,30009053,30006035,,,,,0,0,0,0
1650439034.5274696,public.stock,10000000,2040,3556958208,16689,public,stock,1,0,30022287,30022287,10000000,4143,0,2349,10000000,2040,10004143,10000000,,,,,0,0,0,0
1650439034.5274696,public.warehouse,100,5,40960,16679,public,warehouse,1,0,10002294,10002294,100,435,0,435,100,5,535,100,,,,,0,0,0,0
1650439035.5564764,public.customer,3000000,837,1859870720,16714,public,customer,2,0,6003065,95973935,3000000,891,0,132,3000000,837,3000891,3000000,,,,,0,0,0,0
1650439035.5564764,public.district,1000,31,155648,16704,public,district,1,0,6002660,6002660,1000,1041,0,1038,1000,31,2034,1000,,,,,0,0,0,0
1650439035.5564764,public.history,3000531,0,259129344,16727,public,history,0,0,,,3000531,0,0,0,3000531,0,3000531,3000531,,,,,0,0,0,0
1650439035.5564764,public.item,100000,0,10436608,16684,public,item,1,0,10005107,10005100,100000,0,0,0,100000,0,100000,100000,,,,,0,0,0,0
1650439035.5564764,public.new_order,900143,367,39927808,16754,public,new_order,1,0,720,720,900510,0,360,0,900143,367,900863,900510,,,,,0,0,0,0
1650439035.5564764,public.oorder,3000503,90,197885952,16741,public,oorder,3,0,30908185,30908185,3000510,360,0,288,3000503,90,3000863,3000510,,,,,0,0,0,0
1650439035.5564764,public.order_line,30006913,1316,3036012544,16764,public,order_line,1,0,809,17155,30006913,3726,0,2732,30006913,1316,30010639,30006913,,,,,0,0,0,0
1650439035.5564764,public.stock,10000000,2282,3557023744,16689,public,stock,1,0,30026328,30026328,10000000,5021,0,3030,10000000,2282,10005021,10000000,,,,,0,0,0,0
1650439035.5564764,public.warehouse,100,23,40960,16679,public,warehouse,1,0,10002576,10002576,100,531,0,531,100,23,631,100,,,,,0,0,0,0
1650439036.5850852,public.customer,3000000,1026,1859960832,16714,public,customer,2,0,6003678,95974672,3000000,1106,0,195,3000000,1026,3001106,3000000,,,,,0,0,0,0
1650439036.5850852,public.district,1000,31,155648,16704,public,district,1,0,6003118,6003118,1000,1226,0,1223,1000,31,2216,1000,,,,,0,0,0,0
1650439036.5850852,public.history,3000616,0,259137536,16727,public,history,0,0,,,3000616,0,0,0,3000616,0,3000616,3000616,,,,,0,0,0,0
1650439036.5850852,public.item,100000,0,10436608,16684,public,item,1,0,10006064,10006054,100000,0,0,0,100000,0,100000,100000,,,,,0,0,0,0
1650439036.5850852,public.new_order,900110,500,39936000,16754,public,new_order,1,0,980,980,900610,0,490,0,900110,500,901090,900610,,,,,0,0,0,0
1650439036.5850852,public.oorder,3000600,113,197894144,16741,public,oorder,3,0,30909482,30909482,3000610,490,0,396,3000600,113,3001090,3000610,,,,,0,0,0,0
1650439036.5850852,public.order_line,30007838,1725,3036143616,16764,public,order_line,1,0,1084,20421,30007838,5003,0,3677,30007838,1725,30012841,30007838,,,,,0,0,0,0
1650439036.5850852,public.stock,10000000,2625,3557089280,16689,public,stock,1,0,30029732,30029732,10000000,5946,0,3782,10000000,2625,10005946,10000000,,,,,0,0,0,0
1650439036.5850852,public.warehouse,100,30,40960,16679,public,warehouse,1,0,10002846,10002846,100,616,0,616,100,30,716,100,,,,,0,0,0,0
1650439037.6151416,public.customer,3000000,1179,1860034560,16714,public,customer,2,0,6004271,95975420,3000000,1296,0,263,3000000,1179,3001296,3000000,,,,,0,0,0,0
1650439037.6151416,public.district,1000,31,155648,16704,public,district,1,0,6003615,6003615,1000,1421,0,1418,1000,31,2410,1000,,,,,0,0,0,0
1650439037.6151416,public.history,3000716,0,259145728,16727,public,history,0,0,,,3000716,0,0,0,3000716,0,3000716,3000716,,,,,0,0,0,0
1650439037.6151416,public.item,100000,0,10436608,16684,public,item,1,0,10006990,10006979,100000,0,0,0,100000,0,100000,100000,,,,,0,0,0,0
1650439037.6151416,public.new_order,900114,591,39936000,16754,public,new_order,1,0,1160,1160,900705,0,580,0,900114,591,901274,900705,,,,,0,0,0,0
1650439037.6151416,public.oorder,3000694,134,197894144,16741,public,oorder,3,0,30910684,30910684,3000705,580,0,468,3000694,134,3001274,3000705,,,,,0,0,0,0
1650439037.6151416,public.order_line,30008757,2003,3036266496,16764,public,order_line,1,0,1279,23546,30008757,5859,0,4334,30008757,2003,30014616,30008757,,,,,0,0,0,0
1650439037.6151416,public.stock,10000000,2798,3557138432,16689,public,stock,1,0,30033841,30033841,10000000,6865,0,4557,10000000,2798,10006865,10000000,,,,,0,0,0,0
1650439037.6151416,public.warehouse,100,13,40960,16679,public,warehouse,1,0,10003142,10003142,100,716,0,716,100,13,816,100,,,,,0,0,0,0
1650439038.6446476,public.customer,3000000,1343,1860100096,16714,public,customer,2,0,6004850,95976113,3000000,1499,0,349,3000000,1343,3001499,3000000,,,,,0,0,0,0
1650439038.6446476,public.district,1000,20,155648,16704,public,district,1,0,6004068,6004068,1000,1601,0,1598,1000,20,2589,1000,,,,,0,0,0,0
1650439038.6446476,public.history,3000799,0,259153920,16727,public,history,0,0,,,3000799,0,0,0,3000799,0,3000799,3000799,,,,,0,0,0,0
1650439038.6446476,public.item,100000,0,10436608,16684,public,item,1,0,10007953,10007941,100000,0,0,0,100000,0,100000,100000,,,,,0,0,0,0
1650439038.6446476,public.new_order,900090,712,39944192,16754,public,new_order,1,0,1400,1400,900802,0,700,0,900090,712,901490,900802,,,,,0,0,0,0
1650439038.6446476,public.oorder,3000790,156,197902336,16741,public,oorder,3,0,30911984,30911984,3000802,700,0,567,3000790,156,3001490,3000802,,,,,0,0,0,0
1650439038.6446476,public.order_line,30009711,2393,3036381184,16764,public,order_line,1,0,1538,27962,30009711,7040,0,5206,30009711,2393,30016751,30009711,,,,,0,0,0,0
1650439038.6446476,public.stock,10000000,2841,3557179392,16689,public,stock,1,0,30038674,30038674,10000000,7819,0,5395,10000000,2841,10007819,10000000,,,,,0,0,0,0
1650439038.6446476,public.warehouse,100,18,40960,16679,public,warehouse,1,0,10003406,10003406,100,799,0,799,100,18,899,100,,,,,0,0,0,0
1650439039.6790636,public.customer,3000000,1476,1860157440,16714,public,customer,2,0,6005366,95976762,3000000,1658,0,412,3000000,1476,3001658,3000000,,,,,0,0,0,0
1650439039.6790636,public.district,1000,22,155648,16704,public,district,1,0,6004500,6004500,1000,1775,0,1772,1000,22,2761,1000,,,,,0,0,0,0
1650439039.6790636,public.history,3000878,0,259162112,16727,public,history,0,0,,,3000878,0,0,0,3000878,0,3000878,3000878,,,,,0,0,0,0
1650439039.6790636,public.item,100000,0,10436608,16684,public,item,1,0,10008897,10008883,100000,0,0,0,100000,0,100000,100000,,,,,0,0,0,0
1650439039.6790636,public.new_order,900103,794,39944192,16754,public,new_order,1,0,1560,1560,900897,0,780,0,900103,794,901663,900897,,,,,0,0,0,0
1650439039.6790636,public.oorder,3000883,168,197910528,16741,public,oorder,3,0,30913165,30913165,3000897,780,0,632,3000883,168,3001663,3000897,,,,,0,0,0,0
1650439039.6790636,public.order_line,30010631,2603,3036504064,16764,public,order_line,1,0,1709,30452,30010631,7798,0,5795,30010631,2603,30018429,30010631,,,,,0,0,0,0
1650439039.6790636,public.stock,10000000,3116,3557220352,16689,public,stock,1,0,30042377,30042377,10000000,8739,0,6202,10000000,3116,10008739,10000000,,,,,0,0,0,0
1650439039.6790636,public.warehouse,100,19,40960,16679,public,warehouse,1,0,10003659,10003659,100,878,0,878,100,19,978,100,,,,,0,0,0,0
1650439040.7083023,public.customer,3000000,1591,1860214784,16714,public,customer,2,0,6005914,95977431,3000000,1819,0,485,3000000,1591,3001819,3000000,,,,,0,0,0,0
1650439040.7083023,public.district,1000,20,155648,16704,public,district,1,0,6004974,6004974,1000,1956,0,1953,1000,20,2942,1000,,,,,0,0,0,0
