ds,table_name,pg_stat_get_live_tuples,pg_stat_get_dead_tuples,pg_table_size,relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,n_ins_since_vacuum,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
1650439678.5564075,public.usertable,50000,0,58556416,16782,public,usertable,1,0,0,0,50000,0,0,0,50000,0,50000,50000,,,,,0,0,0,0
1650439679.575242,public.usertable,50000,0,58613760,16782,public,usertable,1,0,1,1,50000,0,0,0,50000,0,50000,50000,,,,,0,0,0,0
1650439680.6110828,public.usertable,50064,149,58834944,16782,public,usertable,1,0,344,4699,50139,76,75,10,50064,149,50290,50139,,,,,0,0,0,0
1650439681.6402187,public.usertable,50130,290,59129856,16782,public,usertable,1,0,761,17239,50302,122,172,19,50130,290,50596,50302,,,,,0,0,0,0
1650439682.6684885,public.usertable,50226,482,59482112,16782,public,usertable,1,0,1330,27226,50507,213,281,36,50226,482,51001,50507,,,,,0,0,0,0
1650439683.7008052,public.usertable,50345,676,59826176,16782,public,usertable,1,0,1947,38197,50734,301,389,55,50345,676,51424,50734,,,,,0,0,0,0
1650439684.7313495,public.usertable,50468,857,60162048,16782,public,usertable,1,0,2577,46038,50959,393,491,74,50468,857,51843,50959,,,,,0,0,0,0
1650439685.7606115,public.usertable,50586,1033,60538880,16782,public,usertable,1,0,3187,53224,51176,472,590,93,50586,1033,52238,51176,,,,,0,0,0,0
1650439686.7900755,public.usertable,50752,1209,60915712,16782,public,usertable,1,0,3899,61588,51441,550,689,109,50752,1209,52680,51441,,,,,0,0,0,0
1650439687.8196275,public.usertable,50891,1387,61259776,16782,public,usertable,1,0,4666,73488,51673,643,782,131,50891,1387,53098,51673,,,,,0,0,0,0
1650439688.8482375,public.usertable,50998,1545,61587456,16782,public,usertable,1,0,5211,80835,51885,701,887,138,50998,1545,53473,51885,,,,,0,0,0,0
1650439689.877763,public.usertable,51157,1703,61964288,16782,public,usertable,1,0,5812,90914,52133,773,976,157,51157,1703,53882,52133,,,,,0,0,0,0
1650439690.9065347,public.usertable,51413,1952,62365696,16782,public,usertable,1,0,6923,104867,52532,882,1119,175,51413,1952,54533,52532,,,,,0,0,0,0
1650439691.936425,public.usertable,51565,2114,62734336,16782,public,usertable,1,0,7595,112342,52780,954,1215,187,51565,2114,54949,52780,,,,,0,0,0,0
1650439692.967329,public.usertable,51730,2263,63102976,16782,public,usertable,1,0,8208,117558,53019,1034,1289,200,51730,2263,55342,53019,,,,,0,0,0,0
1650439693.9983056,public.usertable,51864,2426,63438848,16782,public,usertable,1,0,8893,123696,53245,1108,1381,217,51864,2426,55734,53245,,,,,0,0,0,0
1650439695.0268784,public.usertable,52032,2564,63782912,16782,public,usertable,1,0,9577,129813,53495,1169,1463,237,52032,2564,56127,53495,,,,,0,0,0,0
1650439696.0565703,public.usertable,52199,2707,64151552,16782,public,usertable,1,0,10253,135307,53745,1230,1546,246,52199,2707,56521,53745,,,,,0,0,0,0
1650439697.086033,public.usertable,52385,2866,64561152,16782,public,usertable,1,0,10946,140024,54020,1304,1635,264,52385,2866,56959,54020,,,,,0,0,0,0
1650439698.11775,public.usertable,52553,3005,64897024,16782,public,usertable,1,0,11643,147983,54267,1372,1714,280,52553,3005,57353,54267,,,,,0,0,0,0
1650439699.1475646,public.usertable,52687,3125,65216512,16782,public,usertable,1,0,12235,156044,54473,1424,1786,294,52687,3125,57683,54473,,,,,0,0,0,0
1650439700.1766593,public.usertable,52883,3260,65617920,16782,public,usertable,1,0,12964,165668,54756,1486,1873,309,52883,3260,58115,54756,,,,,0,0,0,0
1650439701.206143,public.usertable,53105,3414,66052096,16782,public,usertable,1,0,13724,171771,55067,1553,1962,328,53105,3414,58582,55067,,,,,0,0,0,0
1650439702.2352853,public.usertable,53308,3578,66486272,16782,public,usertable,1,0,14492,178285,55361,1632,2053,350,53308,3578,59046,55361,,,,,0,0,0,0
1650439703.2656333,public.usertable,53529,3732,66920448,16782,public,usertable,1,0,15207,186205,55665,1711,2136,370,53529,3732,59512,55665,,,,,0,0,0,0
1650439704.2949784,public.usertable,53735,3895,67338240,16782,public,usertable,1,0,16007,196203,55970,1782,2235,385,53735,3895,59987,55970,,,,,0,0,0,0
1650439705.3300035,public.usertable,53940,4044,67756032,16782,public,usertable,1,0,16758,200834,56258,1853,2318,407,53940,4044,60429,56258,,,,,0,0,0,0
1650439706.3596013,public.usertable,54152,4200,68190208,16782,public,usertable,1,0,17621,208745,56569,1915,2417,424,54152,4200,60901,56569,,,,,0,0,0,0
1650439707.389462,public.usertable,54378,4349,68616192,16782,public,usertable,1,0,18499,216975,56885,1982,2507,442,54378,4349,61374,56885,,,,,0,0,0,0
1650439708.4179869,public.usertable,54677,4581,69042176,16782,public,usertable,1,0,19712,226486,57324,2091,2647,470,54677,4581,62062,57324,,,,,0,0,0,0
1650439709.450538,public.usertable,54791,4658,69312512,16782,public,usertable,1,0,20109,228180,57485,2123,2694,483,54791,4658,62302,57485,,,,,0,0,0,0
1650439710.4791608,public.usertable,55024,4810,69689344,16782,public,usertable,1,0,20891,233873,57790,2205,2766,503,55024,4810,62761,57790,,,,,0,0,0,0
1650439711.508826,public.usertable,55224,4966,70082560,16782,public,usertable,1,0,21657,239707,58069,2284,2845,526,55224,4966,63198,58069,,,,,0,0,0,0
1650439712.5383823,public.usertable,55404,5065,70402048,16782,public,usertable,1,0,22326,245045,58303,2335,2899,542,55404,5065,63537,58303,,,,,0,0,0,0
1650439713.56838,public.usertable,55569,5166,70696960,16782,public,usertable,1,0,22880,251770,58524,2383,2955,560,55569,5166,63862,58524,,,,,0,0,0,0
1650439714.597374,public.usertable,55688,5276,70967296,16782,public,usertable,1,0,23425,254911,58710,2430,3022,571,55688,5276,64162,58710,,,,,0,0,0,0
1650439715.6278822,public.usertable,55824,5383,71237632,16782,public,usertable,1,0,23965,259730,58907,2481,3083,590,55824,5383,64471,58907,,,,,0,0,0,0
1650439716.660622,public.usertable,55952,5490,71507968,16782,public,usertable,1,0,24530,263824,59092,2534,3140,605,55952,5490,64766,59092,,,,,0,0,0,0
1650439717.6910837,public.usertable,56082,5590,71794688,16782,public,usertable,1,0,25064,270074,59285,2580,3203,619,56082,5590,65068,59285,,,,,0,0,0,0
1650439718.7212286,public.usertable,56247,5680,72097792,16782,public,usertable,1,0,25621,275881,59509,2618,3262,631,56247,5680,65389,59509,,,,,0,0,0,0
1650439719.7559867,public.usertable,56411,5782,72392704,16782,public,usertable,1,0,26147,277682,59727,2669,3316,641,56411,5782,65712,59727,,,,,0,0,0,0
1650439720.788772,public.usertable,56578,5867,72712192,16782,public,usertable,1,0,26685,279873,59938,2711,3360,652,56578,5867,66009,59938,,,,,0,0,0,0
1650439721.819387,public.usertable,56749,5944,72974336,16782,public,usertable,1,0,27173,281973,60152,2746,3403,663,56749,5944,66301,60152,,,,,0,0,0,0
1650439722.849927,public.usertable,56904,6042,73261056,16782,public,usertable,1,0,27760,284737,60359,2792,3455,680,56904,6042,66606,60359,,,,,0,0,0,0
1650439723.880067,public.usertable,57061,6145,73564160,16782,public,usertable,1,0,28404,286767,60578,2834,3517,688,57061,6145,66929,60578,,,,,0,0,0,0
1650439724.9103863,public.usertable,57217,6235,73826304,16782,public,usertable,1,0,28991,289149,60791,2868,3574,700,57217,6235,67233,60791,,,,,0,0,0,0
1650439725.9396129,public.usertable,57326,6361,74113024,16782,public,usertable,1,0,29611,294497,60978,2926,3652,715,57326,6361,67556,60978,,,,,0,0,0,0
